year,day_in_week,Open,High,Low,Close,Volume
2009,1,1.49495,1.5141,1.4927,1.51145,182397.9063
2009,2,1.5115,1.5122,1.4975,1.5073,263833.3125
2009,3,1.5073,1.5096,1.4932,1.5023,262909.9063
2009,4,1.5023,1.50425,1.4933,1.49855,231610.5938
2009,5,1.4986,1.5052,1.49165,1.4988700000000001,139702.2031
2009,1,1.495,1.5034,1.48535,1.4893,131974.5
2009,2,1.4893,1.49035,1.47365,1.4761,171410.7344
2009,3,1.4761,1.4838,1.46565,1.4731,173092.2031
2009,4,1.4732,1.4814,1.46755,1.47645,261252.3438
2009,5,1.47645,1.48825,1.47395,1.48358,231004.5
2009,1,1.4915,1.4927,1.48015,1.48215,166985.0938
2009,2,1.4821,1.48605,1.4758,1.4784,221668.5
2009,3,1.4784,1.50525,1.47345,1.50075,335965.7813
2009,4,1.5008,1.5107,1.49245,1.50035,296249.25
2009,5,1.50035,1.5036,1.4894,1.4978,160567.5
2009,1,1.4972,1.50905,1.49458,1.5014,191508.7031
2009,2,1.50135,1.50875,1.4963,1.50605,172936.0938
2009,3,1.506,1.51925,1.50385,1.5156,167468.5781
2009,4,1.51565,1.51645,1.4892,1.4932,195412.9063
2009,5,1.4932,1.4993,1.48235,1.48718,328843.5938
2009,1,1.4828,1.49395,1.48095,1.489,443957.5625
2009,2,1.489,1.4972,1.48225,1.4889,356068.5
2009,3,1.4889,1.4939,1.4859,1.4884,241269.9063
2009,4,1.48835,1.50035,1.48725,1.49795,171925.2969
2009,5,1.49795,1.50825,1.4955,1.50237,161123.9063
2009,1,1.5036,1.51515,1.4988,1.5128,196051.2969
2009,2,1.51275,1.51405,1.49035,1.4932,242268.7656
2009,3,1.4932,1.5011,1.49205,1.4935,171763.5625
2009,4,1.4935,1.49745,1.4873,1.49615,206674.9688
2009,5,1.4962,1.49855,1.4905,1.49232,196194.9063
2009,1,1.4881,1.4926,1.4826,1.48385,139691.375
2009,2,1.4839,1.4864,1.4704,1.47065,211804.7969
2009,3,1.47065,1.48425,1.4698,1.47615,165532.3594
2009,4,1.47615,1.49455,1.4753,1.48665,188113.4063
2009,5,1.48665,1.4989,1.47585,1.48212,217941.5156
2009,1,1.4827,1.49325,1.47945,1.4834,244546.2031
2009,2,1.48335,1.4918,1.47705,1.491,218338.7813
2009,3,1.49095,1.49235,1.47995,1.4877,166173.1406
2009,4,1.4878,1.49085,1.48185,1.48285,121949.0
2009,5,1.48285,1.4881,1.47655,1.4819,143615.3906
2009,1,1.4772,1.48235,1.47451,1.47705,155827.5156
2009,2,1.47705,1.4862,1.47345,1.47685,183690.0938
2009,3,1.47695,1.48325,1.4724,1.47685,187720.7031
2009,4,1.47685,1.48,1.4671,1.468,203833.7656
2009,5,1.46795,1.4696,1.4576,1.46698,190536.0938
2009,1,1.46665,1.47175,1.45965,1.46215,176624.5938
2009,2,1.4622,1.4744,1.45895,1.474,193733.4063
2009,3,1.47395,1.48215,1.47215,1.47965,196767.2969
2009,4,1.47965,1.53365,1.47525,1.53075,234878.4375
2009,5,1.53075,1.54005,1.52635,1.53158,160579.9688
2009,1,1.5319,1.5446,1.5309,1.5367,279544.9688
2009,2,1.53665,1.54425,1.5315,1.5384,195824.4844
2009,3,1.5384,1.54175,1.5267,1.53935,219702.9219
2009,4,1.53935,1.5424,1.5318,1.53435,240851.5469
2009,5,1.5344,1.53545,1.5225,1.5308700000000002,218115.375
2009,1,1.53365,1.53775,1.5288,1.5324,183253.7031
2009,2,1.5324,1.53565,1.5204,1.52415,213442.2813
2009,3,1.52415,1.52535,1.51835,1.52255,202769.0
2009,4,1.5226,1.52985,1.5205,1.52445,182597.1875
2009,5,1.5245,1.53,1.5172,1.5199799999999999,182501.5469
2009,1,1.51905,1.5209,1.5127,1.51745,193909.0
2009,2,1.51745,1.5194,1.50655,1.51015,226294.75
2009,3,1.51005,1.5186,1.50595,1.5169,228973.1406
2009,4,1.5169,1.5285,1.51635,1.52705,256474.7031
2009,5,1.52735,1.5283,1.5208,1.52478,188567.7969
2009,1,1.5262,1.52995,1.51645,1.51645,212597.5313
2009,2,1.5163,1.52155,1.51511,1.51605,236417.0469
2009,3,1.51605,1.52425,1.51145,1.52215,251610.7031
2009,4,1.52215,1.527,1.5206,1.5208,213609.8594
2009,5,1.52075,1.524,1.5201799999999999,1.52193,89051.3281
2009,1,1.522,1.52415,1.51295,1.51515,122354.6953
2009,2,1.51515,1.5184,1.50763,1.50823,214663.25
2009,3,1.50865,1.5155,1.50765,1.51075,208937.4063
2009,4,1.51075,1.5153,1.508,1.51305,237613.2969
2009,5,1.513,1.5237,1.50935,1.51915,223805.4063
2009,1,1.52,1.5212,1.50895,1.5101,202620.0625
2009,2,1.5101,1.51565,1.50985,1.5107,190463.9063
2009,3,1.5107,1.51635,1.50895,1.5137,191956.5
2009,4,1.5135,1.51975,1.5079,1.512,190655.5938
2009,5,1.512,1.5143,1.50686,1.50825,133483.0938
2009,1,1.5047,1.509,1.5026,1.5056,157219.5
2009,2,1.5057,1.50715,1.50108,1.5018,208974.9688
2009,3,1.5018,1.511,1.5014299999999998,1.50685,225905.4063
